player_name,MLBAMID,Season,BIP,xHR,xBACON,xSLGCON,EV81,EV96,best_speed,hard_hit_rate
"Olson, Matt",621566,2019,335,37.73791252341557,0.39753059534105795,0.7541478594343451,102.2,108.888,98.79966777408637,0.33112582781456956
"Goldschmidt, Paul",502671,2017,408,37.70469287773554,0.40028028231451984,0.6909844061031132,101.2,107.2,98.83079268292683,0.3373860182370821
"Castellanos, Nick",592206,2019,469,37.334211420098754,0.37143905646801156,0.6276114088354181,98.6,105.5,95.74535809018568,0.271523178807947
"Morales, Kendrys",434778,2016,428,37.29999736227021,0.37225828799865185,0.648805734721677,102.136,109.752,100.1859756097561,0.3789954337899543
"Cruz, Nelson",443558,2017,399,37.084205525982746,0.38844588730498253,0.6805657452345859,105.06800000000001,113,100.91601208459214,0.34285714285714286
"Encarnación, Edwin",429665,2017,413,37.08021503863298,0.35809270879022603,0.6373285158624805,100.691,108.112,97.6774647887324,0.3103932584269663
"Martinez, J.D.",502110,2019,432,37.017972069390154,0.39922242490353743,0.6716864231202818,101.119,106.904,98.23352435530086,0.32285714285714284
"Yelich, Christian",592885,2018,422,36.642689817939,0.42302722484866484,0.6994597725241847,102.1,109.5,99.43879310344828,0.3424460431654676
"Chapman, Matt",656305,2019,431,36.55472460058976,0.3433457788732551,0.6079748958168505,102,108.9,98.77050561797753,0.3267882187938289
"Napoli, Mike",435063,2016,359,36.179392913350156,0.3419151615080992,0.6538879241188434,100,108.196,97.3385579937304,0.27856025039123633
"Trout, Mike",545361,2018,339,36.123616534910774,0.39215680536097,0.7236388719395013,101.6,111.2,98.27091503267974,0.3054187192118227
"Donaldson, Josh",518626,2019,393,35.98964230383224,0.3749286389066044,0.6631361536058593,103.2,109.4,99.87099697885196,0.35347432024169184
"Dozier, Brian",572821,2017,452,35.67400975245553,0.32563178606261295,0.5735349368657946,97.78600000000002,103.388,95.57244318181819,0.2585227272727273
"Báez, Javier",595879,2018,419,35.4813621935773,0.3911093818034915,0.6596708416042164,100.7,108.76399999999998,97.85895953757226,0.30447330447330445
"Bell, Josh",605137,2019,407,35.4080155493594,0.35905830235465336,0.6338394850698954,101.923,110.46799999999999,99.16374269005848,0.32894736842105265
"Trout, Mike",545361,2016,392,35.3963208618479,0.40599528090298953,0.6907232605740783,100.47900000000001,109.628,97.79939393939394,0.28484848484848485
"Springer, George",543807,2019,357,35.35510616095509,0.3661906465086486,0.6756172985714428,101.2,109.336,98.42555555555556,0.32287822878228783
